grid,color1_h,color1_s,color1_v,color2_h,color2_s,color2_v,color3_h,color3_s,color3_v,color4_h,color4_s,color4_v,repeated_colour
"Grid(7, 37)",19,41,18,18,37,15,19,38,16,16,40,16,Lawn Green
"Grid(7, 38)",14,26,12,13,25,11,14,28,11,16,33,14,Lawn Green
"Grid(7, 39)",17,41,17,16,38,15,15,41,16,16,40,16,Bright Green
"Grid(7, 40)",15,32,14,17,34,16,16,33,15,18,35,17,Lawn Green
"Grid(7, 41)",18,42,16,18,42,18,20,42,19,19,41,18,Lawn Green
"Grid(7, 42)",10,24,7,14,28,11,7,24,6,9,23,6,Lawn Green
"Grid(7, 43)",13,27,10,14,28,11,15,28,11,13,30,12,Lawn Green
"Grid(7, 44)",13,25,11,14,26,12,12,24,10,13,25,13,Lawn Green
"Grid(7, 45)",18,35,17,19,36,18,20,37,19,11,28,10,Lawn Green
"Grid(7, 46)",14,28,11,13,27,10,15,29,12,12,26,9,Lawn Green
"Grid(7, 47)",13,25,15,16,28,18,12,24,14,17,29,19,Bright Green
"Grid(7, 49)",49,63,37,25,37,17,15,28,10,16,29,11,Lawn Green
"Grid(8, 0)",25,48,22,15,26,12,27,47,22,16,27,13,Lawn Green
"Grid(8, 1)",23,47,21,22,46,20,24,47,21,11,23,11,Lawn Green
"Grid(8, 2)",12,26,13,11,25,12,9,23,10,10,24,11,Bright Green
"Grid(8, 3)",15,37,16,18,40,19,16,38,17,19,41,20,Bright Green
"Grid(8, 4)",19,38,16,16,33,14,17,34,15,15,34,14,Lawn Green
"Grid(8, 5)",18,35,16,17,34,15,25,38,20,23,47,23,Lawn Green
"Grid(8, 7)",13,25,13,16,28,14,11,21,10,13,23,12,Lawn Green
"Grid(8, 8)",18,35,17,19,36,18,17,34,16,20,37,19,Lawn Green
"Grid(8, 10)",21,35,18,22,36,19,20,34,17,21,36,17,Lawn Green
"Grid(8, 11)",17,35,13,18,36,14,19,38,16,19,37,15,Lawn Green
"Grid(8, 12)",17,36,17,18,37,18,16,35,16,15,34,15,Bright Green
"Grid(8, 13)",25,42,24,29,42,24,22,39,20,21,36,17,Lawn Green
"Grid(8, 14)",17,34,16,18,35,17,19,36,18,16,33,15,Lawn Green
"Grid(8, 15)",19,38,18,18,37,17,20,39,19,15,37,16,Lawn Green
"Grid(8, 16)",17,36,17,18,37,18,18,35,17,16,35,16,Bright Green
"Grid(8, 18)",17,36,16,18,35,16,16,35,15,18,37,17,Lawn Green
"Grid(8, 19)",19,36,17,19,36,18,17,34,15,19,38,18,Lawn Green
"Grid(8, 20)",17,36,16,18,37,15,17,36,14,16,35,15,Lawn Green
"Grid(8, 21)",15,29,12,16,30,13,14,28,11,14,31,13,Lawn Green
"Grid(8, 22)",15,32,14,15,34,15,14,33,14,13,32,13,Bright Green
"Grid(8, 23)",16,35,15,15,37,16,17,36,16,18,40,17,Lawn Green
"Grid(8, 24)",16,27,13,15,27,13,16,28,14,14,26,12,Lawn Green
"Grid(8, 25)",18,32,15,16,30,13,19,33,16,20,34,17,Lawn Green
"Grid(8, 26)",84,79,60,85,80,61,83,78,59,81,78,59,Orange
"Grid(8, 27)",122,110,88,114,102,80,113,101,79,140,125,102,Red
"Grid(8, 30)",15,36,17,14,36,15,18,37,17,15,37,16,Bright Green
"Grid(8, 31)",25,48,22,18,38,13,22,46,20,23,46,20,Lawn Green
"Grid(8, 33)",23,41,19,25,43,21,21,38,19,14,29,8,Lawn Green
"Grid(8, 34)",36,50,25,37,49,25,38,50,26,36,48,24,Lawn Green
"Grid(8, 35)",13,18,11,13,19,9,11,18,10,84,69,50,Lawn Green
"Grid(8, 36)",126,92,67,127,93,68,128,92,68,125,93,68,Red
"Grid(8, 37)",15,29,12,14,31,15,16,30,13,18,35,16,Lawn Green
"Grid(8, 38)",17,36,16,15,34,14,16,35,15,18,37,17,Lawn Green
"Grid(8, 39)",11,30,10,15,32,14,17,35,13,10,29,9,Lawn Green
"Grid(8, 40)",16,31,12,18,33,14,16,30,13,17,30,12,Lawn Green
"Grid(8, 41)",15,30,11,16,31,12,14,29,10,15,29,12,Lawn Green
"Grid(8, 42)",15,29,12,14,27,10,15,28,11,16,29,12,Lawn Green
"Grid(8, 43)",13,25,13,14,26,14,12,24,12,15,29,14,Bright Green
"Grid(8, 44)",13,25,13,20,35,16,15,30,11,8,19,5,Lawn Green
"Grid(8, 45)",16,30,13,18,32,15,15,29,12,17,31,14,Lawn Green
"Grid(8, 47)",16,33,15,18,35,17,17,34,16,14,31,13,Lawn Green
"Grid(8, 48)",14,28,13,13,27,12,12,24,14,15,29,14,Lawn Green
"Grid(9, 0)",11,21,10,10,20,9,9,19,8,27,30,19,Lawn Green
"Grid(9, 1)",13,25,13,12,24,12,10,24,11,13,20,12,Bright Green
"Grid(9, 3)",12,31,11,13,32,12,11,30,10,14,33,13,Lawn Green
"Grid(9, 4)",17,36,16,16,35,15,18,37,17,19,38,18,Lawn Green
"Grid(9, 5)",15,25,16,19,36,18,14,26,12,21,38,20,Lawn Green
"Grid(9, 6)",19,36,18,20,37,19,18,35,17,17,38,19,Lawn Green
"Grid(9, 7)",13,23,14,12,22,13,10,22,10,13,25,13,Bright Green
"Grid(9, 8)",17,34,16,17,36,17,18,35,17,16,33,15,Lawn Green
"Grid(9, 9)",19,33,16,20,34,17,18,32,15,21,35,18,Lawn Green
"Grid(9, 11)",14,31,13,17,34,15,13,30,12,16,33,14,Lawn Green
"Grid(9, 12)",18,35,16,17,34,15,20,35,16,16,33,14,Lawn Green
"Grid(9, 13)",18,35,16,24,41,22,25,40,21,19,36,17,Lawn Green
"Grid(9, 14)",13,31,15,14,32,16,13,32,13,12,30,14,Bright Green
"Grid(9, 15)",18,37,18,17,36,17,19,38,19,17,36,16,Bright Green
"Grid(9, 17)",17,36,17,16,35,16,14,33,14,13,32,13,Bright Green
"Grid(9, 18)",14,32,16,16,34,18,15,33,17,17,35,19,Bright Green
"Grid(9, 19)",13,30,12,16,35,16,13,32,13,14,33,14,Bright Green
"Grid(9, 20)",17,34,16,16,33,15,18,35,17,18,35,16,Lawn Green
"Grid(9, 21)",13,30,12,14,31,13,15,32,14,16,33,15,Lawn Green
"Grid(9, 22)",11,28,10,13,30,12,12,29,11,10,27,9,Lawn Green
"Grid(9, 23)",15,32,14,14,31,13,13,30,12,14,33,14,Lawn Green
"Grid(9, 24)",15,29,14,12,26,11,14,28,13,14,31,13,Lawn Green
"Grid(9, 25)",16,30,13,17,31,14,15,29,12,13,27,10,Lawn Green
"Grid(9, 26)",81,78,61,81,80,62,79,80,64,84,78,62,Orange
"Grid(9, 27)",100,88,62,79,73,47,132,113,98,123,113,88,Red
"Grid(9, 30)",20,42,19,21,43,20,23,45,22,21,44,18,Lawn Green
"Grid(9, 31)",22,45,19,24,47,21,38,54,27,21,44,18,Lawn Green
"Grid(9, 32)",21,41,16,20,44,18,20,40,15,56,54,31,Lawn Green
"Grid(9, 33)",11,21,10,10,20,9,5,15,4,10,23,6,Lawn Green
"Grid(9, 37)",11,21,10,12,22,11,11,22,8,10,20,9,Lawn Green
"Grid(9, 38)",23,38,19,18,37,15,20,38,16,18,36,14,Lawn Green
"Grid(9, 39)",14,25,9,16,27,11,77,64,45,13,24,8,Lawn Green
"Grid(9, 40)",20,28,15,21,29,16,19,27,14,18,26,13,Lawn Green
"Grid(9, 41)",21,29,14,22,30,15,19,28,11,88,69,54,Lawn Green
"Grid(9, 42)",10,21,7,14,28,11,22,37,14,15,29,12,Lawn Green
"Grid(9, 43)",12,26,11,13,27,12,14,28,13,10,24,9,Lawn Green
"Grid(9, 44)",12,22,11,13,23,12,14,24,13,16,26,15,Lawn Green
"Grid(9, 45)",15,29,14,16,30,15,14,28,13,17,31,16,Lawn Green
"Grid(9, 46)",12,29,11,13,26,16,13,27,12,17,34,16,Lawn Green
"Grid(9, 47)",19,33,16,20,34,17,18,35,17,17,34,18,Lawn Green
"Grid(9, 48)",16,30,13,19,33,16,20,34,19,15,29,12,Lawn Green
"Grid(9, 49)",13,30,12,14,28,11,18,32,17,15,29,12,Lawn Green
"Grid(10, 1)",16,27,11,15,29,14,18,32,15,19,33,16,Lawn Green
"Grid(10, 2)",19,33,16,20,34,17,18,32,15,16,30,13,Lawn Green
"Grid(10, 3)",15,29,12,17,31,14,19,36,17,16,30,13,Lawn Green
"Grid(10, 6)",10,22,10,9,21,9,12,26,13,12,24,12,Bright Green
"Grid(10, 7)",13,27,12,15,29,14,16,30,15,14,28,13,Lawn Green
"Grid(10, 8)",20,34,17,19,33,16,17,34,16,19,36,17,Lawn Green
"Grid(10, 9)",18,35,17,19,34,15,13,25,11,18,33,14,Lawn Green
"Grid(10, 10)",13,31,15,14,32,16,15,33,17,12,30,14,Bright Green
"Grid(10, 11)",13,32,13,12,31,12,14,33,14,16,35,16,Bright Green
"Grid(10, 12)",13,32,13,12,31,12,14,33,14,14,32,16,Bright Green
"Grid(10, 13)",16,33,15,14,31,13,12,29,11,13,30,12,Lawn Green
"Grid(10, 14)",16,30,13,17,31,14,15,29,12,15,32,14,Lawn Green
"Grid(10, 15)",17,34,18,15,32,16,16,33,17,14,32,16,Bright Green
"Grid(10, 16)",15,32,16,14,32,16,13,31,15,15,36,17,Bright Green
"Grid(10, 18)",15,37,16,12,31,11,14,36,15,13,32,13,Bright Green
"Grid(10, 19)",16,35,15,15,34,14,17,36,16,18,37,17,Lawn Green
"Grid(10, 20)",19,33,16,20,34,17,18,32,15,17,34,16,Lawn Green
"Grid(10, 21)",17,36,17,13,30,12,15,34,15,16,35,16,Bright Green
"Grid(10, 22)",13,30,12,14,31,13,12,29,11,15,32,14,Lawn Green
"Grid(10, 23)",14,31,13,15,32,14,16,30,13,17,31,14,Lawn Green
"Grid(10, 24)",15,32,14,16,33,15,16,30,13,14,31,13,Lawn Green
"Grid(10, 25)",16,29,12,18,32,15,17,34,16,15,29,12,Lawn Green
"Grid(10, 28)",62,65,44,69,74,52,63,66,45,65,69,46,Orange
"Grid(10, 29)",20,38,16,18,37,17,18,36,14,21,39,15,Lawn Green
"Grid(10, 30)",22,53,22,24,53,25,24,54,26,21,54,25,Bright Green
"Grid(10, 31)",13,32,13,12,31,12,12,31,11,12,29,13,Bright Green
"Grid(10, 32)",15,32,13,17,34,15,14,31,13,16,33,14,Lawn Green
"Grid(10, 33)",12,29,11,14,28,13,13,30,12,11,28,12,Lawn Green
"Grid(10, 35)",11,23,11,12,24,12,13,25,13,8,18,9,Bright Green
"Grid(10, 36)",12,24,12,11,23,11,15,26,12,10,22,10,Bright Green
"Grid(10, 38)",17,35,13,12,29,10,14,29,10,13,30,11,Lawn Green
"Grid(10, 39)",17,30,13,15,28,11,15,26,12,17,25,12,Lawn Green
"Grid(10, 40)",22,33,17,20,31,17,19,30,14,20,31,15,Lawn Green
"Grid(10, 41)",49,46,27,45,42,23,48,49,31,46,43,24,Orange
"Grid(10, 42)",35,38,17,36,39,18,39,41,20,15,26,10,Orange
"Grid(10, 44)",13,25,15,12,24,14,12,24,12,16,28,16,Bright Green
"Grid(10, 45)",15,27,13,23,36,18,11,28,10,16,28,14,Lawn Green
"Grid(10, 46)",18,32,19,17,29,17,10,26,13,19,31,19,Bright Green
"Grid(10, 47)",12,26,11,13,27,12,9,23,8,19,33,18,Lawn Green
"Grid(10, 48)",17,30,13,16,30,13,18,32,15,15,29,12,Lawn Green
"Grid(10, 49)",15,29,12,12,26,11,14,31,13,11,23,9,Lawn Green
"Grid(11, 0)",16,37,18,15,36,17,16,38,17,15,37,16,Bright Green
"Grid(11, 1)",19,33,18,20,32,18,14,28,13,18,32,17,Lawn Green
"Grid(11, 3)",16,35,15,20,35,16,23,38,19,19,36,17,Lawn Green
"Grid(11, 4)",20,39,19,19,38,18,17,36,16,18,40,19,Lawn Green
"Grid(11, 5)",4,17,7,19,33,18,11,23,11,17,34,18,Bright Green
"Grid(11, 6)",12,24,12,12,24,14,14,26,14,13,25,15,Bright Green
"Grid(11, 7)",19,33,16,17,28,12,18,31,14,18,32,15,Lawn Green
"Grid(11, 8)",16,33,15,17,34,16,18,32,15,20,35,16,Lawn Green
"Grid(11, 9)",11,25,10,18,37,18,19,38,19,11,25,12,Bright Green
"Grid(11, 10)",12,30,14,11,29,13,13,30,14,13,31,15,Bright Green
"Grid(11, 11)",14,32,16,13,31,15,15,33,17,14,31,13,Bright Green
"Grid(11, 12)",16,35,16,13,30,12,14,33,14,13,32,13,Bright Green
"Grid(11, 13)",14,31,13,14,32,16,11,32,13,15,32,16,Bright Green
"Grid(11, 14)",14,31,15,13,32,13,15,32,16,15,32,14,Bright Green
"Grid(11, 15)",17,34,16,16,33,15,16,30,13,17,34,18,Lawn Green
"Grid(11, 16)",15,33,19,16,33,17,14,32,18,17,34,18,Bright Green
"Grid(11, 17)",13,30,14,12,29,13,11,28,12,15,29,14,Bright Green
"Grid(11, 18)",12,31,12,16,34,18,14,32,16,13,32,13,Bright Green
"Grid(11, 19)",14,31,13,13,30,12,15,32,14,12,29,11,Lawn Green
"Grid(11, 20)",14,33,14,12,29,11,16,35,16,13,32,13,Bright Green
"Grid(11, 21)",14,32,16,17,34,15,12,31,12,15,34,15,Bright Green
"Grid(11, 22)",12,29,13,14,26,12,15,26,12,14,28,11,Lawn Green
"Grid(11, 23)",15,29,12,14,28,11,17,31,14,16,30,13,Lawn Green
"Grid(11, 24)",14,27,10,13,25,11,18,31,14,13,27,12,Lawn Green
"Grid(11, 25)",18,33,14,17,32,13,19,34,15,15,32,13,Lawn Green
"Grid(11, 26)",20,38,14,23,34,17,24,38,15,19,37,13,Lawn Green
"Grid(11, 27)",82,78,66,43,48,25,50,54,31,46,51,28,Orange
"Grid(11, 28)",197,165,124,178,163,132,211,176,134,57,69,45,Red
"Grid(11, 29)",22,39,20,23,40,21,12,29,11,13,30,12,Lawn Green
"Grid(11, 30)",19,36,18,19,38,19,18,37,17,18,35,17,Lawn Green
"Grid(11, 33)",12,26,11,13,32,13,14,31,13,10,22,8,Lawn Green
"Grid(11, 34)",15,29,14,14,28,15,13,27,12,16,30,15,Lawn Green
"Grid(11, 35)",15,29,12,16,30,13,14,31,13,16,29,12,Lawn Green
"Grid(11, 36)",14,29,10,25,44,24,25,43,21,16,29,12,Lawn Green
"Grid(11, 37)",13,27,12,13,25,11,14,26,12,12,26,9,Lawn Green
"Grid(11, 39)",17,28,14,13,23,12,15,23,10,16,26,15,Lawn Green
"Grid(11, 40)",14,26,12,19,30,14,13,25,11,18,29,13,Lawn Green
"Grid(11, 41)",71,52,35,62,57,37,79,60,43,60,49,29,Red
"Grid(11, 42)",15,28,11,16,29,12,17,30,13,19,32,15,Lawn Green
"Grid(11, 43)",13,27,14,15,29,16,9,23,10,15,27,15,Bright Green
"Grid(11, 45)",13,27,10,14,28,11,15,29,12,16,29,11,Lawn Green
"Grid(11, 46)",12,25,8,13,27,12,13,25,11,14,28,13,Lawn Green
"Grid(11, 47)",12,24,12,13,25,13,17,27,16,14,26,14,Bright Green
"Grid(11, 48)",19,32,15,14,28,13,17,31,14,13,30,14,Lawn Green
"Grid(12, 0)",14,31,15,16,34,20,15,32,16,15,32,14,Bright Green
"Grid(12, 1)",17,36,17,13,31,15,15,34,15,16,34,18,Bright Green
"Grid(12, 3)",18,35,16,17,34,15,16,31,12,20,35,16,Lawn Green
"Grid(12, 4)",13,30,12,14,28,11,13,31,15,12,29,11,Lawn Green
"Grid(12, 5)",21,43,20,19,36,17,18,35,17,20,39,17,Lawn Green
"Grid(12, 6)",14,31,15,13,30,14,14,31,13,12,29,13,Bright Green
"Grid(12, 7)",15,29,12,16,30,13,18,40,19,15,32,14,Lawn Green
"Grid(12, 8)",17,34,15,22,37,18,22,39,20,23,36,18,Lawn Green
"Grid(12, 9)",17,36,17,18,37,18,16,35,16,18,35,17,Bright Green
"Grid(12, 10)",12,29,13,14,33,14,13,32,13,13,31,15,Bright Green
"Grid(12, 11)",14,31,15,13,30,14,12,29,13,11,28,12,Bright Green
"Grid(12, 12)",16,34,18,15,32,16,17,34,18,13,31,15,Bright Green
"Grid(12, 13)",13,31,15,14,32,16,12,30,14,15,32,16,Bright Green
"Grid(12, 14)",13,29,16,13,27,14,14,28,15,12,28,15,Bright Green
"Grid(12, 16)",15,32,16,14,31,15,16,35,16,17,34,16,Bright Green
"Grid(12, 17)",16,34,18,13,30,14,17,35,19,14,31,15,Bright Green
"Grid(12, 18)",15,32,16,14,31,15,14,31,13,16,33,17,Bright Green
"Grid(12, 19)",14,31,15,16,33,15,15,32,14,14,31,13,Lawn Green
"Grid(12, 20)",17,39,16,19,38,16,20,39,17,13,30,12,Lawn Green
"Grid(12, 21)",13,30,12,12,29,11,14,31,13,15,32,14,Lawn Green
"Grid(12, 22)",13,30,12,12,29,11,11,28,10,13,27,10,Lawn Green
"Grid(12, 23)",13,27,12,15,27,13,11,25,10,14,27,10,Lawn Green
"Grid(12, 24)",15,32,14,13,30,12,14,31,13,12,29,11,Lawn Green
"Grid(12, 25)",13,30,12,15,32,14,14,31,13,16,33,14,Lawn Green
"Grid(12, 26)",14,31,12,21,39,15,32,44,22,22,40,16,Lawn Green
"Grid(12, 27)",78,74,62,76,70,58,82,76,62,65,61,52,Red
"Grid(12, 28)",81,80,59,83,82,61,79,81,59,88,86,63,Orange
"Grid(12, 29)",115,99,83,135,120,101,125,110,91,68,72,47,Red
"Grid(12, 30)",32,46,29,31,44,27,31,48,30,33,48,29,Lawn Green
"Grid(12, 31)",46,45,27,45,44,26,46,47,29,43,44,26,Orange
"Grid(12, 32)",19,32,12,26,43,24,17,30,10,19,34,13,Lawn Green
"Grid(12, 33)",20,38,16,19,38,16,19,37,15,18,36,14,Lawn Green
"Grid(12, 34)",16,35,15,17,36,16,15,34,14,18,37,17,Lawn Green
"Grid(12, 35)",20,38,16,19,37,15,18,36,14,18,37,17,Lawn Green
"Grid(12, 36)",13,24,8,16,24,9,13,24,10,13,26,9,Lawn Green
"Grid(12, 37)",27,47,22,8,20,6,14,21,14,15,32,14,Lawn Green
"Grid(12, 39)",39,55,28,37,56,28,36,55,27,31,49,23,Lawn Green
"Grid(12, 40)",54,53,32,63,69,31,58,64,30,29,34,14,Orange
"Grid(12, 41)",97,71,48,95,71,47,98,70,46,99,71,49,Red
"Grid(12, 44)",15,28,11,15,27,13,12,26,11,9,25,12,Lawn Green
"Grid(12, 46)",18,29,15,21,28,12,18,24,12,18,26,15,Lawn Green
"Grid(12, 47)",35,77,31,34,76,30,36,80,31,42,86,37,Lawn Green
"Grid(12, 49)",20,33,15,18,35,17,48,53,33,18,33,14,Lawn Green
"Grid(13, 0)",17,34,16,18,35,17,20,37,19,16,33,15,Lawn Green
"Grid(13, 1)",16,33,17,19,37,21,17,35,19,18,35,19,Bright Green
"Grid(13, 2)",19,36,17,21,34,16,20,35,16,19,34,13,Lawn Green
"Grid(13, 3)",21,38,19,17,31,16,17,31,14,20,34,17,Lawn Green
"Grid(13, 4)",20,39,17,21,39,17,24,39,18,19,38,16,Lawn Green
"Grid(13, 6)",23,42,22,14,28,13,21,35,18,15,29,14,Lawn Green
"Grid(13, 7)",11,23,11,12,24,12,10,22,10,15,25,14,Bright Green
"Grid(13, 8)",16,28,16,17,29,17,14,26,14,15,27,15,Bright Green
"Grid(13, 9)",19,38,18,18,37,17,16,38,17,20,39,19,Lawn Green
"Grid(13, 10)",13,32,13,14,33,14,17,36,17,18,37,18,Bright Green
"Grid(13, 11)",16,35,16,18,37,18,14,33,14,18,37,17,Bright Green
"Grid(13, 12)",13,30,14,14,31,15,13,31,17,8,25,9,Bright Green
"Grid(13, 14)",14,28,13,15,29,14,13,27,12,12,26,11,Lawn Green
"Grid(13, 15)",13,27,14,12,26,13,11,25,12,13,31,19,Bright Green
"Grid(13, 16)",13,29,16,14,30,17,15,31,18,13,32,13,Bright Green
"Grid(13, 17)",12,26,11,18,33,14,19,34,15,16,30,13,Lawn Green
"Grid(13, 21)",16,30,15,14,28,13,15,29,14,13,30,14,Lawn Green
"Grid(13, 22)",21,36,17,19,34,15,20,35,16,22,37,18,Lawn Green
"Grid(13, 23)",16,30,13,19,33,16,15,29,12,20,34,17,Lawn Green
"Grid(13, 24)",13,30,12,12,29,11,14,31,13,11,28,10,Lawn Green
"Grid(13, 25)",13,30,12,12,29,11,14,31,13,15,32,14,Lawn Green
"Grid(13, 26)",14,31,13,13,30,12,15,32,14,19,38,16,Lawn Green
"Grid(13, 27)",50,51,37,65,63,50,66,64,51,56,54,42,Orange
"Grid(13, 30)",14,31,13,19,36,18,18,35,17,17,31,14,Lawn Green
"Grid(13, 32)",18,33,14,17,32,13,19,34,15,16,33,14,Lawn Green
"Grid(13, 33)",18,37,17,19,38,18,20,39,19,21,40,20,Lawn Green
"Grid(13, 34)",13,32,12,18,37,17,14,33,13,12,31,11,Lawn Green
"Grid(13, 35)",18,37,17,19,38,18,17,34,15,17,36,16,Lawn Green
"Grid(13, 36)",19,38,16,18,37,15,17,38,19,17,36,14,Lawn Green
"Grid(13, 37)",12,20,9,11,19,8,16,24,13,14,22,11,Lawn Green
"Grid(13, 38)",14,19,12,14,22,9,12,20,9,14,21,13,Lawn Green
"Grid(13, 39)",27,47,22,16,33,14,50,59,30,40,58,34,Lawn Green
"Grid(13, 40)",71,76,44,61,68,34,61,68,35,63,70,37,Orange
"Grid(13, 41)",13,32,13,10,28,12,11,32,13,9,30,13,Bright Green
"Grid(13, 42)",12,29,13,13,30,14,14,31,15,19,32,15,Bright Green
"Grid(13, 43)",18,31,14,27,38,21,19,30,14,13,30,11,Lawn Green
"Grid(13, 44)",24,41,23,23,40,22,19,36,18,11,28,10,Lawn Green
"Grid(13, 45)",12,24,10,18,32,17,17,31,14,11,22,8,Lawn Green
"Grid(13, 47)",31,58,23,32,56,24,35,83,31,29,56,21,Lawn Green
"Grid(13, 48)",34,64,26,32,62,26,34,61,26,35,63,25,Lawn Green
"Grid(14, 0)",19,34,13,24,43,23,22,37,16,15,28,10,Lawn Green
"Grid(14, 1)",19,36,17,19,36,18,16,33,15,18,35,17,Lawn Green
"Grid(14, 2)",13,27,10,14,28,11,19,33,16,17,36,17,Lawn Green
"Grid(14, 3)",23,37,22,26,40,23,26,40,25,16,33,17,Lawn Green
"Grid(14, 4)",11,24,14,23,42,22,21,40,21,9,25,12,Bright Green
"Grid(14, 5)",20,34,17,20,39,20,19,38,18,15,29,14,Lawn Green
"Grid(14, 6)",15,29,12,16,30,13,17,31,14,18,32,15,Lawn Green
"Grid(14, 7)",14,31,13,16,33,14,14,26,14,17,31,16,Lawn Green
"Grid(14, 8)",16,30,13,18,32,15,17,31,14,15,29,12,Lawn Green
"Grid(14, 9)",17,36,17,16,28,14,20,34,17,19,34,15,Lawn Green
"Grid(14, 10)",15,34,15,9,27,13,10,28,12,11,29,13,Bright Green
"Grid(14, 11)",15,34,15,14,32,16,16,35,16,17,36,17,Bright Green
"Grid(14, 12)",16,34,20,12,30,16,15,33,19,13,31,17,Bright Green
"Grid(14, 13)",12,24,12,13,25,13,11,23,11,10,22,10,Bright Green
"Grid(14, 14)",12,26,13,11,25,12,14,28,15,16,30,15,Bright Green
"Grid(14, 15)",13,27,12,12,26,11,17,34,16,18,35,17,Lawn Green
"Grid(14, 16)",13,27,14,17,33,20,14,28,15,16,32,19,Bright Green
"Grid(14, 18)",15,32,16,12,29,11,13,30,14,14,31,15,Bright Green
"Grid(14, 19)",18,35,17,14,31,13,19,36,18,20,37,19,Lawn Green
"Grid(14, 20)",11,27,14,9,25,12,10,26,13,14,30,17,Bright Green
"Grid(14, 21)",19,38,18,18,35,16,13,30,12,12,29,11,Lawn Green
"Grid(14, 22)",15,29,12,14,28,11,16,30,13,17,34,15,Lawn Green
"Grid(14, 23)",20,33,15,25,39,16,28,42,19,19,32,14,Lawn Green
"Grid(14, 24)",18,35,17,15,29,12,13,27,10,15,32,13,Lawn Green
"Grid(14, 25)",19,36,20,19,36,18,18,37,18,16,38,17,Bright Green
"Grid(14, 26)",24,33,16,43,47,32,26,33,15,37,41,26,Inchworm
"Grid(14, 27)",252,253,245,61,63,49,255,254,224,87,83,72,Orange
"Grid(14, 29)",18,35,17,18,33,14,19,36,18,15,32,13,Lawn Green
"Grid(14, 30)",20,33,15,21,40,18,26,50,24,19,38,18,Lawn Green
"Grid(14, 31)",15,29,12,14,28,11,16,30,13,13,27,10,Lawn Green
"Grid(14, 32)",12,29,11,10,27,9,13,27,12,10,29,10,Lawn Green
"Grid(14, 33)",13,32,12,12,31,11,15,34,14,14,33,13,Lawn Green
"Grid(14, 34)",17,39,18,18,40,19,16,38,17,19,41,20,Bright Green
"Grid(14, 36)",18,37,18,17,36,17,16,35,16,16,34,18,Bright Green
"Grid(14, 37)",19,36,18,29,48,26,26,41,22,24,47,21,Lawn Green
"Grid(14, 38)",16,24,9,17,28,14,25,32,24,15,23,8,Lawn Green
"Grid(14, 39)",13,25,11,14,26,12,12,24,10,10,22,10,Lawn Green
"Grid(14, 40)",12,29,13,12,26,13,13,30,14,15,27,13,Bright Green
"Grid(14, 41)",11,28,10,10,27,9,13,27,10,12,26,9,Lawn Green
"Grid(14, 43)",14,28,11,15,29,12,12,26,11,13,27,14,Lawn Green
"Grid(14, 45)",19,33,16,20,34,17,17,30,13,23,37,20,Lawn Green
"Grid(14, 46)",18,35,17,17,34,16,12,29,11,13,30,12,Lawn Green
"Grid(14, 47)",33,61,23,28,60,21,34,62,24,30,60,22,Lawn Green
"Grid(14, 48)",28,62,25,37,61,29,36,60,28,29,61,24,Lawn Green
"Grid(15, 0)",28,39,22,27,38,21,16,29,12,21,34,17,Lawn Green
"Grid(15, 1)",19,36,18,20,37,19,23,37,20,23,40,22,Lawn Green
"Grid(15, 2)",20,32,18,18,29,15,19,31,17,19,38,19,Lawn Green
"Grid(15, 4)",16,33,15,18,35,19,21,34,17,19,33,16,Lawn Green
"Grid(15, 5)",16,35,15,17,36,16,22,41,21,23,42,22,Lawn Green
"Grid(15, 6)",17,34,16,16,33,15,18,35,17,15,32,14,Lawn Green
"Grid(15, 7)",13,30,12,17,31,14,14,31,15,16,33,15,Lawn Green
"Grid(15, 8)",19,33,16,20,34,17,19,34,15,20,32,18,Lawn Green
"Grid(15, 9)",15,32,14,13,30,12,16,33,15,14,31,13,Lawn Green
"Grid(15, 10)",18,35,17,19,36,18,18,32,15,19,33,16,Lawn Green
"Grid(15, 11)",14,31,15,15,32,16,13,30,14,13,31,15,Bright Green
"Grid(15, 12)",14,31,15,13,30,14,11,28,12,12,29,13,Bright Green
"Grid(15, 13)",14,31,15,13,30,14,15,32,16,15,29,14,Bright Green
"Grid(15, 14)",15,29,14,16,30,15,17,35,19,13,30,12,Lawn Green
"Grid(15, 15)",19,36,17,21,36,17,22,37,18,19,36,18,Lawn Green
"Grid(15, 16)",20,34,17,12,26,13,21,35,18,15,29,12,Lawn Green
"Grid(15, 17)",14,28,13,13,27,12,13,27,14,15,29,14,Lawn Green
"Grid(15, 18)",15,29,12,16,30,13,17,31,14,14,28,11,Lawn Green
"Grid(15, 19)",14,31,13,15,32,14,12,29,11,13,30,12,Lawn Green
"Grid(15, 20)",17,36,16,18,37,17,16,35,15,15,34,14,Lawn Green
"Grid(15, 21)",14,31,13,15,32,14,16,33,15,12,31,12,Lawn Green
"Grid(15, 22)",16,30,13,17,31,14,19,33,16,16,31,12,Lawn Green
"Grid(15, 23)",21,36,15,22,35,15,21,36,17,19,37,13,Lawn Green
"Grid(15, 24)",15,32,13,16,33,14,18,33,14,18,35,16,Lawn Green
"Grid(15, 26)",112,96,73,109,92,72,108,93,72,143,129,100,Red
"Grid(15, 27)",35,59,33,29,55,28,46,58,36,51,65,42,Lawn Green
"Grid(15, 28)",27,49,26,23,45,22,26,48,25,24,46,23,Lawn Green
