grid,color1_h,color1_s,color1_v,colour_name,color2_h,color2_s,color2_v,colour_name.1,color3_h,color3_s,color3_v,colour_name.2,color4_h,color4_s,color4_v,colour_name.3,repeated_colour
"Grid(4, 38)",18,42,16,Lawn Green,10,27,9,Lawn Green,17,41,15,Lawn Green,19,42,16,Lawn Green,Lawn Green
"Grid(4, 39)",16,33,14,Lawn Green,26,58,21,Lawn Green,25,59,22,Lawn Green,28,58,24,Lawn Green,Lawn Green
"Grid(4, 41)",8,22,7,Lawn Green,11,25,10,Lawn Green,12,26,11,Lawn Green,13,30,12,Lawn Green,Lawn Green
"Grid(4, 43)",12,24,10,Lawn Green,13,25,11,Lawn Green,11,28,10,Lawn Green,11,25,10,Lawn Green,Lawn Green
"Grid(4, 44)",12,25,15,Bright Green,12,24,14,Bright Green,11,24,14,Bright Green,11,23,13,Bright Green,Bright Green
"Grid(4, 45)",13,27,12,Lawn Green,11,28,10,Lawn Green,13,27,14,Bright Green,13,30,12,Lawn Green,Lawn Green
"Grid(4, 46)",17,28,14,Lawn Green,16,26,15,Lawn Green,16,27,13,Lawn Green,17,27,16,Lawn Green,Lawn Green
"Grid(4, 47)",15,29,14,Lawn Green,16,28,14,Lawn Green,17,29,15,Lawn Green,15,27,13,Lawn Green,Lawn Green
"Grid(4, 48)",7,19,7,Bright Green,13,25,11,Lawn Green,5,17,7,Bright Green,8,20,8,Bright Green,Bright Green
"Grid(4, 49)",17,28,14,Lawn Green,15,28,11,Lawn Green,14,27,10,Lawn Green,16,27,13,Lawn Green,Lawn Green
"Grid(5, 0)",19,29,20,Bright Green,13,25,13,Bright Green,20,32,22,Bright Green,11,23,11,Bright Green,Bright Green
"Grid(5, 3)",27,42,19,Lawn Green,28,43,20,Lawn Green,29,43,20,Lawn Green,24,47,21,Lawn Green,Lawn Green
"Grid(5, 4)",10,28,12,Bright Green,14,33,14,Bright Green,16,35,16,Bright Green,10,28,14,Bright Green,Bright Green
"Grid(5, 5)",19,31,19,Bright Green,20,32,20,Bright Green,15,27,15,Bright Green,18,30,18,Bright Green,Bright Green
"Grid(5, 6)",16,28,14,Lawn Green,17,28,14,Lawn Green,18,29,15,Lawn Green,16,27,13,Lawn Green,Lawn Green
"Grid(5, 7)",26,46,19,Lawn Green,27,45,19,Lawn Green,24,47,19,Lawn Green,26,49,21,Lawn Green,Lawn Green
"Grid(5, 9)",22,45,19,Lawn Green,31,45,22,Lawn Green,28,43,20,Lawn Green,24,44,19,Lawn Green,Lawn Green
"Grid(5, 10)",25,48,22,Lawn Green,24,47,21,Lawn Green,23,46,20,Lawn Green,25,49,23,Lawn Green,Lawn Green
"Grid(5, 11)",23,46,18,Lawn Green,25,45,18,Lawn Green,27,45,19,Lawn Green,26,44,18,Lawn Green,Lawn Green
"Grid(5, 12)",21,47,18,Lawn Green,24,49,20,Lawn Green,23,47,21,Lawn Green,22,47,18,Lawn Green,Lawn Green
"Grid(5, 13)",28,53,24,Lawn Green,25,51,22,Lawn Green,25,41,15,Lawn Green,25,45,20,Lawn Green,Lawn Green
"Grid(5, 14)",18,33,14,Lawn Green,21,38,19,Lawn Green,23,38,19,Lawn Green,19,38,18,Lawn Green,Lawn Green
"Grid(5, 15)",26,46,18,Lawn Green,27,47,19,Lawn Green,28,47,19,Lawn Green,26,49,21,Lawn Green,Lawn Green
"Grid(5, 16)",33,49,23,Lawn Green,25,45,18,Lawn Green,74,52,38,Red,20,44,18,Lawn Green,Lawn Green
"Grid(5, 17)",21,40,18,Lawn Green,16,35,13,Lawn Green,20,39,17,Lawn Green,17,36,14,Lawn Green,Lawn Green
"Grid(5, 18)",20,42,19,Lawn Green,21,43,20,Lawn Green,19,41,18,Lawn Green,18,40,17,Lawn Green,Lawn Green
"Grid(5, 19)",19,42,16,Lawn Green,19,43,17,Lawn Green,18,42,16,Lawn Green,18,41,15,Lawn Green,Lawn Green
"Grid(5, 20)",18,37,17,Lawn Green,17,39,18,Bright Green,13,30,12,Lawn Green,16,35,15,Lawn Green,Lawn Green
"Grid(5, 21)",17,34,15,Lawn Green,18,35,16,Lawn Green,19,36,17,Lawn Green,20,37,18,Lawn Green,Lawn Green
"Grid(5, 22)",17,36,14,Lawn Green,19,38,16,Lawn Green,21,40,18,Lawn Green,18,37,15,Lawn Green,Lawn Green
"Grid(5, 23)",25,50,21,Lawn Green,23,48,19,Lawn Green,24,49,20,Lawn Green,27,52,22,Lawn Green,Lawn Green
"Grid(5, 24)",17,41,15,Lawn Green,16,40,14,Lawn Green,18,42,16,Lawn Green,23,46,20,Lawn Green,Lawn Green
"Grid(5, 25)",25,48,20,Lawn Green,23,46,18,Lawn Green,16,38,15,Lawn Green,24,47,19,Lawn Green,Lawn Green
"Grid(5, 26)",137,121,98,Red,142,125,97,Red,132,112,85,Red,134,118,93,Red,Red
"Grid(5, 27)",14,36,13,Lawn Green,17,39,16,Lawn Green,13,37,13,Bright Green,19,38,16,Lawn Green,Lawn Green
"Grid(5, 28)",15,34,12,Lawn Green,16,35,13,Lawn Green,14,33,11,Lawn Green,17,36,16,Lawn Green,Lawn Green
"Grid(5, 29)",18,36,14,Lawn Green,17,34,16,Lawn Green,15,32,14,Lawn Green,16,33,15,Lawn Green,Lawn Green
"Grid(5, 30)",24,47,18,Lawn Green,27,54,21,Lawn Green,28,53,23,Lawn Green,25,48,22,Lawn Green,Lawn Green
"Grid(5, 31)",16,39,13,Lawn Green,15,38,12,Lawn Green,17,40,14,Lawn Green,17,40,12,Lawn Green,Lawn Green
"Grid(5, 32)",18,41,15,Lawn Green,22,42,17,Lawn Green,14,31,12,Lawn Green,15,34,14,Lawn Green,Lawn Green
"Grid(5, 33)",15,32,13,Lawn Green,12,31,11,Lawn Green,19,41,18,Lawn Green,13,32,12,Lawn Green,Lawn Green
"Grid(5, 34)",13,30,12,Lawn Green,12,29,11,Lawn Green,16,33,15,Lawn Green,23,38,19,Lawn Green,Lawn Green
"Grid(5, 35)",18,37,15,Lawn Green,16,35,13,Lawn Green,17,36,14,Lawn Green,21,55,20,Lawn Green,Lawn Green
"Grid(5, 36)",29,66,23,Lawn Green,29,66,25,Lawn Green,30,65,25,Lawn Green,29,64,24,Lawn Green,Lawn Green
"Grid(5, 37)",14,31,13,Lawn Green,15,29,12,Lawn Green,13,30,12,Lawn Green,16,30,13,Lawn Green,Lawn Green
"Grid(5, 38)",18,35,16,Lawn Green,18,35,17,Lawn Green,17,34,16,Lawn Green,20,38,16,Lawn Green,Lawn Green
"Grid(5, 39)",16,35,15,Lawn Green,18,36,14,Lawn Green,19,37,15,Lawn Green,17,34,15,Lawn Green,Lawn Green
"Grid(5, 41)",14,26,12,Lawn Green,15,29,14,Lawn Green,14,27,10,Lawn Green,11,28,10,Lawn Green,Lawn Green
"Grid(5, 42)",12,26,9,Lawn Green,16,29,12,Lawn Green,13,27,10,Lawn Green,10,24,7,Lawn Green,Lawn Green
"Grid(5, 44)",11,28,10,Lawn Green,12,29,11,Lawn Green,14,31,15,Bright Green,16,33,15,Lawn Green,Lawn Green
"Grid(5, 45)",11,28,10,Lawn Green,11,30,11,Bright Green,12,29,11,Lawn Green,10,20,9,Lawn Green,Lawn Green
"Grid(5, 47)",15,26,12,Lawn Green,15,25,16,Bright Green,15,25,14,Lawn Green,12,22,11,Lawn Green,Lawn Green
"Grid(5, 48)",13,30,12,Lawn Green,14,31,12,Lawn Green,14,31,15,Bright Green,13,30,11,Lawn Green,Lawn Green
"Grid(5, 49)",13,25,13,Bright Green,12,24,12,Bright Green,14,26,14,Bright Green,13,25,15,Bright Green,Bright Green
"Grid(6, 0)",15,22,14,Lawn Green,11,21,10,Lawn Green,13,23,12,Lawn Green,12,22,11,Lawn Green,Lawn Green
"Grid(6, 2)",19,38,19,Bright Green,21,40,20,Lawn Green,20,39,19,Lawn Green,20,37,19,Lawn Green,Lawn Green
"Grid(6, 3)",29,43,20,Lawn Green,28,46,20,Lawn Green,37,49,27,Lawn Green,18,35,17,Lawn Green,Lawn Green
"Grid(6, 4)",26,44,20,Lawn Green,26,41,18,Lawn Green,27,45,21,Lawn Green,24,42,18,Lawn Green,Lawn Green
"Grid(6, 5)",33,48,25,Lawn Green,26,44,22,Lawn Green,32,47,24,Lawn Green,31,51,26,Lawn Green,Lawn Green
"Grid(6, 6)",30,48,24,Lawn Green,19,43,17,Lawn Green,63,51,37,Red,28,48,23,Lawn Green,Lawn Green
"Grid(6, 7)",15,34,14,Lawn Green,15,34,12,Lawn Green,16,35,15,Lawn Green,21,40,20,Lawn Green,Lawn Green
"Grid(6, 8)",22,48,21,Lawn Green,23,47,23,Bright Green,21,47,20,Lawn Green,23,49,22,Lawn Green,Lawn Green
"Grid(6, 9)",18,35,16,Lawn Green,17,34,15,Lawn Green,19,36,17,Lawn Green,20,37,18,Lawn Green,Lawn Green
"Grid(6, 10)",24,47,21,Lawn Green,25,48,22,Lawn Green,19,38,18,Lawn Green,18,35,17,Lawn Green,Lawn Green
"Grid(6, 11)",17,36,16,Lawn Green,19,36,17,Lawn Green,18,35,16,Lawn Green,18,37,17,Lawn Green,Lawn Green
"Grid(6, 14)",15,29,12,Lawn Green,14,28,11,Lawn Green,16,30,13,Lawn Green,15,29,14,Lawn Green,Lawn Green
"Grid(6, 15)",16,30,13,Lawn Green,14,31,15,Bright Green,15,29,12,Lawn Green,16,30,15,Lawn Green,Lawn Green
"Grid(6, 16)",65,56,39,Red,60,52,33,Red,64,57,38,Red,62,55,36,Red,Red
"Grid(6, 17)",29,49,22,Lawn Green,23,46,18,Lawn Green,26,46,19,Lawn Green,27,47,20,Lawn Green,Lawn Green
"Grid(6, 19)",25,48,20,Lawn Green,14,29,10,Lawn Green,13,30,12,Lawn Green,59,50,33,Red,Lawn Green
"Grid(6, 20)",56,49,33,Red,62,48,35,Red,61,49,35,Red,64,50,37,Red,Red
"Grid(6, 21)",25,45,18,Lawn Green,32,48,22,Lawn Green,30,50,23,Lawn Green,26,46,19,Lawn Green,Lawn Green
"Grid(6, 22)",22,48,19,Lawn Green,21,47,18,Lawn Green,24,49,20,Lawn Green,18,41,15,Lawn Green,Lawn Green
"Grid(6, 23)",23,46,18,Lawn Green,25,43,17,Lawn Green,17,40,12,Lawn Green,17,40,14,Lawn Green,Lawn Green
"Grid(6, 24)",23,46,18,Lawn Green,24,47,19,Lawn Green,22,45,17,Lawn Green,25,45,18,Lawn Green,Lawn Green
"Grid(6, 25)",28,51,23,Lawn Green,24,42,16,Lawn Green,25,45,18,Lawn Green,23,43,16,Lawn Green,Lawn Green
"Grid(6, 26)",155,135,110,Red,159,139,114,Red,156,136,111,Red,157,137,112,Red,Red
"Grid(6, 27)",123,108,87,Red,111,96,75,Red,113,98,77,Red,124,109,88,Red,Red
"Grid(6, 28)",186,145,99,Red,88,80,59,Red,94,82,56,Red,184,148,100,Red,Red
"Grid(6, 29)",18,41,15,Lawn Green,17,41,15,Lawn Green,23,46,20,Lawn Green,16,39,13,Lawn Green,Lawn Green
"Grid(6, 30)",19,44,15,Lawn Green,20,45,16,Lawn Green,21,46,17,Lawn Green,23,48,19,Lawn Green,Lawn Green
"Grid(6, 31)",16,39,13,Lawn Green,19,42,16,Lawn Green,20,43,17,Lawn Green,23,46,18,Lawn Green,Lawn Green
"Grid(6, 32)",18,43,14,Lawn Green,11,25,8,Lawn Green,12,26,9,Lawn Green,20,43,17,Lawn Green,Lawn Green
"Grid(6, 33)",14,28,11,Lawn Green,13,27,10,Lawn Green,15,29,12,Lawn Green,10,27,8,Lawn Green,Lawn Green
"Grid(6, 34)",19,39,14,Lawn Green,20,38,16,Lawn Green,20,40,15,Lawn Green,21,39,17,Lawn Green,Lawn Green
"Grid(6, 35)",14,26,12,Lawn Green,14,27,10,Lawn Green,13,25,11,Lawn Green,15,26,12,Lawn Green,Lawn Green
"Grid(6, 36)",13,23,12,Lawn Green,12,26,11,Lawn Green,16,42,17,Bright Green,12,22,11,Lawn Green,Lawn Green
"Grid(6, 37)",18,37,17,Lawn Green,17,36,16,Lawn Green,19,38,18,Lawn Green,15,34,14,Lawn Green,Lawn Green
"Grid(6, 38)",21,36,17,Lawn Green,18,35,16,Lawn Green,14,31,12,Lawn Green,15,32,13,Lawn Green,Lawn Green
"Grid(6, 39)",13,23,12,Lawn Green,12,22,11,Lawn Green,11,21,10,Lawn Green,14,24,13,Lawn Green,Lawn Green
"Grid(6, 41)",30,50,25,Lawn Green,31,51,26,Lawn Green,28,48,23,Lawn Green,29,49,24,Lawn Green,Lawn Green
"Grid(6, 43)",13,28,9,Lawn Green,14,29,10,Lawn Green,15,29,12,Lawn Green,16,29,11,Lawn Green,Lawn Green
"Grid(6, 44)",16,24,11,Lawn Green,12,25,8,Lawn Green,21,34,17,Lawn Green,15,26,12,Lawn Green,Lawn Green
"Grid(6, 45)",15,29,12,Lawn Green,18,35,17,Lawn Green,17,34,16,Lawn Green,16,30,13,Lawn Green,Lawn Green
"Grid(6, 46)",15,29,14,Lawn Green,13,25,11,Lawn Green,16,28,16,Bright Green,15,26,12,Lawn Green,Lawn Green
"Grid(6, 47)",15,27,15,Bright Green,14,26,14,Bright Green,13,25,13,Bright Green,12,24,12,Bright Green,Bright Green
"Grid(6, 48)",15,26,12,Lawn Green,14,26,12,Lawn Green,15,26,10,Lawn Green,14,26,14,Bright Green,Lawn Green
"Grid(6, 49)",12,24,10,Lawn Green,13,25,11,Lawn Green,11,24,7,Lawn Green,10,23,6,Lawn Green,Lawn Green
"Grid(7, 1)",11,21,10,Lawn Green,10,20,9,Lawn Green,12,22,11,Lawn Green,13,23,12,Lawn Green,Lawn Green
"Grid(7, 2)",11,28,12,Bright Green,20,38,16,Lawn Green,12,29,13,Bright Green,10,27,11,Bright Green,Bright Green
"Grid(7, 3)",16,42,17,Bright Green,13,32,13,Bright Green,13,31,15,Bright Green,10,20,9,Lawn Green,Bright Green
"Grid(7, 5)",23,49,22,Lawn Green,23,47,23,Bright Green,25,51,26,Bright Green,20,49,21,Bright Green,Bright Green
"Grid(7, 7)",19,36,18,Lawn Green,20,37,19,Lawn Green,17,34,16,Lawn Green,19,38,18,Lawn Green,Lawn Green
"Grid(7, 8)",17,36,16,Lawn Green,18,37,17,Lawn Green,19,38,18,Lawn Green,19,36,17,Lawn Green,Lawn Green
"Grid(7, 9)",17,34,16,Lawn Green,18,35,17,Lawn Green,16,33,15,Lawn Green,19,36,18,Lawn Green,Lawn Green
"Grid(7, 11)",21,36,17,Lawn Green,18,35,17,Lawn Green,19,36,18,Lawn Green,21,36,15,Lawn Green,Lawn Green
"Grid(7, 12)",18,35,16,Lawn Green,17,34,16,Lawn Green,18,35,17,Lawn Green,19,36,17,Lawn Green,Lawn Green
"Grid(7, 13)",17,34,16,Lawn Green,18,35,17,Lawn Green,15,32,14,Lawn Green,16,33,15,Lawn Green,Lawn Green
"Grid(7, 14)",15,26,12,Lawn Green,21,34,17,Lawn Green,24,39,20,Lawn Green,17,30,13,Lawn Green,Lawn Green
"Grid(7, 15)",15,29,12,Lawn Green,17,31,14,Lawn Green,16,30,13,Lawn Green,18,32,15,Lawn Green,Lawn Green
"Grid(7, 16)",21,36,17,Lawn Green,22,37,18,Lawn Green,20,34,17,Lawn Green,19,36,17,Lawn Green,Lawn Green
"Grid(7, 17)",19,37,15,Lawn Green,18,37,15,Lawn Green,20,35,16,Lawn Green,20,35,14,Lawn Green,Lawn Green
"Grid(7, 18)",20,35,14,Lawn Green,18,33,14,Lawn Green,20,35,16,Lawn Green,19,34,15,Lawn Green,Lawn Green
"Grid(7, 20)",22,45,19,Lawn Green,20,43,17,Lawn Green,19,42,16,Lawn Green,56,49,31,Red,Lawn Green
"Grid(7, 21)",14,29,10,Lawn Green,14,31,12,Lawn Green,15,34,14,Lawn Green,16,29,12,Lawn Green,Lawn Green
"Grid(7, 22)",14,27,10,Lawn Green,11,30,10,Lawn Green,13,26,8,Lawn Green,17,28,11,Lawn Green,Lawn Green
"Grid(7, 23)",15,26,12,Lawn Green,12,24,10,Lawn Green,11,23,9,Lawn Green,14,25,11,Lawn Green,Lawn Green
"Grid(7, 24)",13,25,11,Lawn Green,12,29,11,Lawn Green,16,33,15,Lawn Green,13,26,9,Lawn Green,Lawn Green
"Grid(7, 25)",20,37,19,Lawn Green,21,38,20,Lawn Green,22,36,19,Lawn Green,20,34,17,Lawn Green,Lawn Green
"Grid(7, 26)",162,135,106,Red,154,128,103,Red,190,161,119,Red,215,183,142,Red,Red
"Grid(7, 27)",131,115,99,Red,134,118,102,Red,128,112,96,Red,136,120,104,Red,Red
"Grid(7, 28)",146,130,107,Red,253,252,188,Orange,141,123,101,Red,149,133,110,Red,Red
"Grid(7, 29)",20,43,17,Lawn Green,21,44,18,Lawn Green,29,47,23,Lawn Green,26,46,21,Lawn Green,Lawn Green
"Grid(7, 30)",20,44,18,Lawn Green,21,45,19,Lawn Green,22,48,19,Lawn Green,19,42,16,Lawn Green,Lawn Green
"Grid(7, 31)",21,45,21,Bright Green,22,46,20,Lawn Green,22,44,21,Lawn Green,27,50,21,Lawn Green,Lawn Green
"Grid(7, 32)",14,28,11,Lawn Green,12,29,11,Lawn Green,11,28,9,Lawn Green,11,28,12,Bright Green,Lawn Green
"Grid(7, 33)",13,27,10,Lawn Green,18,41,15,Lawn Green,5,17,5,Bright Green,21,39,15,Lawn Green,Lawn Green
"Grid(7, 34)",17,39,16,Lawn Green,16,31,12,Lawn Green,18,37,15,Lawn Green,15,30,11,Lawn Green,Lawn Green
"Grid(7, 35)",14,37,9,Lawn Green,15,38,12,Lawn Green,18,38,13,Lawn Green,15,38,10,Lawn Green,Lawn Green
"Grid(7, 36)",19,48,20,Bright Green,21,47,20,Lawn Green,18,47,19,Bright Green,20,49,21,Bright Green,Bright Green
"Grid(7, 37)",19,41,18,Lawn Green,18,37,15,Lawn Green,19,38,16,Lawn Green,16,40,16,Bright Green,Lawn Green
"Grid(7, 38)",14,26,12,Lawn Green,13,25,11,Lawn Green,14,28,11,Lawn Green,16,33,14,Lawn Green,Lawn Green
"Grid(7, 39)",17,41,17,Bright Green,16,38,15,Lawn Green,15,41,16,Bright Green,16,40,16,Bright Green,Bright Green
"Grid(7, 40)",15,32,14,Lawn Green,17,34,16,Lawn Green,16,33,15,Lawn Green,18,35,17,Lawn Green,Lawn Green
"Grid(7, 41)",18,42,16,Lawn Green,18,42,18,Bright Green,20,42,19,Lawn Green,19,41,18,Lawn Green,Lawn Green
"Grid(7, 42)",10,24,7,Lawn Green,14,28,11,Lawn Green,7,24,6,Lawn Green,9,23,6,Lawn Green,Lawn Green
"Grid(7, 43)",13,27,10,Lawn Green,14,28,11,Lawn Green,15,28,11,Lawn Green,13,30,12,Lawn Green,Lawn Green
"Grid(7, 44)",13,25,11,Lawn Green,14,26,12,Lawn Green,12,24,10,Lawn Green,13,25,13,Bright Green,Lawn Green
"Grid(7, 45)",18,35,17,Lawn Green,19,36,18,Lawn Green,20,37,19,Lawn Green,11,28,10,Lawn Green,Lawn Green
"Grid(7, 46)",14,28,11,Lawn Green,13,27,10,Lawn Green,15,29,12,Lawn Green,12,26,9,Lawn Green,Lawn Green
"Grid(7, 47)",13,25,15,Bright Green,16,28,18,Bright Green,12,24,14,Bright Green,17,29,19,Bright Green,Bright Green
"Grid(7, 49)",49,63,37,Lawn Green,25,37,17,Lawn Green,15,28,10,Lawn Green,16,29,11,Lawn Green,Lawn Green
"Grid(8, 0)",25,48,22,Lawn Green,15,26,12,Lawn Green,27,47,22,Lawn Green,16,27,13,Lawn Green,Lawn Green
"Grid(8, 1)",23,47,21,Lawn Green,22,46,20,Lawn Green,24,47,21,Lawn Green,11,23,11,Bright Green,Lawn Green
"Grid(8, 2)",12,26,13,Bright Green,11,25,12,Bright Green,9,23,10,Bright Green,10,24,11,Bright Green,Bright Green
"Grid(8, 3)",15,37,16,Bright Green,18,40,19,Bright Green,16,38,17,Bright Green,19,41,20,Bright Green,Bright Green
"Grid(8, 4)",19,38,16,Lawn Green,16,33,14,Lawn Green,17,34,15,Lawn Green,15,34,14,Lawn Green,Lawn Green
"Grid(8, 5)",18,35,16,Lawn Green,17,34,15,Lawn Green,25,38,20,Lawn Green,23,47,23,Bright Green,Lawn Green
"Grid(8, 7)",13,25,13,Bright Green,16,28,14,Lawn Green,11,21,10,Lawn Green,13,23,12,Lawn Green,Lawn Green
"Grid(8, 8)",18,35,17,Lawn Green,19,36,18,Lawn Green,17,34,16,Lawn Green,20,37,19,Lawn Green,Lawn Green
"Grid(8, 10)",21,35,18,Lawn Green,22,36,19,Lawn Green,20,34,17,Lawn Green,21,36,17,Lawn Green,Lawn Green
"Grid(8, 11)",17,35,13,Lawn Green,18,36,14,Lawn Green,19,38,16,Lawn Green,19,37,15,Lawn Green,Lawn Green
"Grid(8, 12)",17,36,17,Bright Green,18,37,18,Bright Green,16,35,16,Bright Green,15,34,15,Bright Green,Bright Green
"Grid(8, 13)",25,42,24,Lawn Green,29,42,24,Lawn Green,22,39,20,Lawn Green,21,36,17,Lawn Green,Lawn Green
"Grid(8, 14)",17,34,16,Lawn Green,18,35,17,Lawn Green,19,36,18,Lawn Green,16,33,15,Lawn Green,Lawn Green
"Grid(8, 15)",19,38,18,Lawn Green,18,37,17,Lawn Green,20,39,19,Lawn Green,15,37,16,Bright Green,Lawn Green
"Grid(8, 16)",17,36,17,Bright Green,18,37,18,Bright Green,18,35,17,Lawn Green,16,35,16,Bright Green,Bright Green
"Grid(8, 18)",17,36,16,Lawn Green,18,35,16,Lawn Green,16,35,15,Lawn Green,18,37,17,Lawn Green,Lawn Green
"Grid(8, 19)",19,36,17,Lawn Green,19,36,18,Lawn Green,17,34,15,Lawn Green,19,38,18,Lawn Green,Lawn Green
"Grid(8, 20)",17,36,16,Lawn Green,18,37,15,Lawn Green,17,36,14,Lawn Green,16,35,15,Lawn Green,Lawn Green
"Grid(8, 21)",15,29,12,Lawn Green,16,30,13,Lawn Green,14,28,11,Lawn Green,14,31,13,Lawn Green,Lawn Green
"Grid(8, 22)",15,32,14,Lawn Green,15,34,15,Bright Green,14,33,14,Bright Green,13,32,13,Bright Green,Bright Green
"Grid(8, 23)",16,35,15,Lawn Green,15,37,16,Bright Green,17,36,16,Lawn Green,18,40,17,Lawn Green,Lawn Green
"Grid(8, 24)",16,27,13,Lawn Green,15,27,13,Lawn Green,16,28,14,Lawn Green,14,26,12,Lawn Green,Lawn Green
"Grid(8, 25)",18,32,15,Lawn Green,16,30,13,Lawn Green,19,33,16,Lawn Green,20,34,17,Lawn Green,Lawn Green
"Grid(8, 26)",84,79,60,Orange,85,80,61,Orange,83,78,59,Orange,81,78,59,Orange,Orange
"Grid(8, 27)",122,110,88,Red,114,102,80,Red,113,101,79,Red,140,125,102,Red,Red
"Grid(8, 30)",15,36,17,Bright Green,14,36,15,Bright Green,18,37,17,Lawn Green,15,37,16,Bright Green,Bright Green
"Grid(8, 31)",25,48,22,Lawn Green,18,38,13,Lawn Green,22,46,20,Lawn Green,23,46,20,Lawn Green,Lawn Green
"Grid(8, 33)",23,41,19,Lawn Green,25,43,21,Lawn Green,21,38,19,Lawn Green,14,29,8,Lawn Green,Lawn Green
"Grid(8, 34)",36,50,25,Lawn Green,37,49,25,Lawn Green,38,50,26,Lawn Green,36,48,24,Lawn Green,Lawn Green
"Grid(8, 35)",13,18,11,Lawn Green,13,19,9,Lawn Green,11,18,10,Lawn Green,84,69,50,Red,Lawn Green
"Grid(8, 36)",126,92,67,Red,127,93,68,Red,128,92,68,Red,125,93,68,Red,Red
"Grid(8, 37)",15,29,12,Lawn Green,14,31,15,Bright Green,16,30,13,Lawn Green,18,35,16,Lawn Green,Lawn Green
"Grid(8, 38)",17,36,16,Lawn Green,15,34,14,Lawn Green,16,35,15,Lawn Green,18,37,17,Lawn Green,Lawn Green
"Grid(8, 39)",11,30,10,Lawn Green,15,32,14,Lawn Green,17,35,13,Lawn Green,10,29,9,Lawn Green,Lawn Green
"Grid(8, 40)",16,31,12,Lawn Green,18,33,14,Lawn Green,16,30,13,Lawn Green,17,30,12,Lawn Green,Lawn Green
"Grid(8, 41)",15,30,11,Lawn Green,16,31,12,Lawn Green,14,29,10,Lawn Green,15,29,12,Lawn Green,Lawn Green
"Grid(8, 42)",15,29,12,Lawn Green,14,27,10,Lawn Green,15,28,11,Lawn Green,16,29,12,Lawn Green,Lawn Green
"Grid(8, 43)",13,25,13,Bright Green,14,26,14,Bright Green,12,24,12,Bright Green,15,29,14,Lawn Green,Bright Green
"Grid(8, 44)",13,25,13,Bright Green,20,35,16,Lawn Green,15,30,11,Lawn Green,8,19,5,Lawn Green,Lawn Green
"Grid(8, 45)",16,30,13,Lawn Green,18,32,15,Lawn Green,15,29,12,Lawn Green,17,31,14,Lawn Green,Lawn Green
"Grid(8, 47)",16,33,15,Lawn Green,18,35,17,Lawn Green,17,34,16,Lawn Green,14,31,13,Lawn Green,Lawn Green
"Grid(8, 48)",14,28,13,Lawn Green,13,27,12,Lawn Green,12,24,14,Bright Green,15,29,14,Lawn Green,Lawn Green
"Grid(9, 0)",11,21,10,Lawn Green,10,20,9,Lawn Green,9,19,8,Lawn Green,27,30,19,Inchworm,Lawn Green
"Grid(9, 1)",13,25,13,Bright Green,12,24,12,Bright Green,10,24,11,Bright Green,13,20,12,Lawn Green,Bright Green
"Grid(9, 3)",12,31,11,Lawn Green,13,32,12,Lawn Green,11,30,10,Lawn Green,14,33,13,Lawn Green,Lawn Green
"Grid(9, 4)",17,36,16,Lawn Green,16,35,15,Lawn Green,18,37,17,Lawn Green,19,38,18,Lawn Green,Lawn Green
"Grid(9, 5)",15,25,16,Bright Green,19,36,18,Lawn Green,14,26,12,Lawn Green,21,38,20,Lawn Green,Lawn Green
"Grid(9, 6)",19,36,18,Lawn Green,20,37,19,Lawn Green,18,35,17,Lawn Green,17,38,19,Bright Green,Lawn Green
"Grid(9, 7)",13,23,14,Bright Green,12,22,13,Bright Green,10,22,10,Bright Green,13,25,13,Bright Green,Bright Green
"Grid(9, 8)",17,34,16,Lawn Green,17,36,17,Bright Green,18,35,17,Lawn Green,16,33,15,Lawn Green,Lawn Green
"Grid(9, 9)",19,33,16,Lawn Green,20,34,17,Lawn Green,18,32,15,Lawn Green,21,35,18,Lawn Green,Lawn Green
"Grid(9, 11)",14,31,13,Lawn Green,17,34,15,Lawn Green,13,30,12,Lawn Green,16,33,14,Lawn Green,Lawn Green
"Grid(9, 12)",18,35,16,Lawn Green,17,34,15,Lawn Green,20,35,16,Lawn Green,16,33,14,Lawn Green,Lawn Green
"Grid(9, 13)",18,35,16,Lawn Green,24,41,22,Lawn Green,25,40,21,Lawn Green,19,36,17,Lawn Green,Lawn Green
"Grid(9, 14)",13,31,15,Bright Green,14,32,16,Bright Green,13,32,13,Bright Green,12,30,14,Bright Green,Bright Green
"Grid(9, 15)",18,37,18,Bright Green,17,36,17,Bright Green,19,38,19,Bright Green,17,36,16,Lawn Green,Bright Green
"Grid(9, 17)",17,36,17,Bright Green,16,35,16,Bright Green,14,33,14,Bright Green,13,32,13,Bright Green,Bright Green
"Grid(9, 18)",14,32,16,Bright Green,16,34,18,Bright Green,15,33,17,Bright Green,17,35,19,Bright Green,Bright Green
"Grid(9, 19)",13,30,12,Lawn Green,16,35,16,Bright Green,13,32,13,Bright Green,14,33,14,Bright Green,Bright Green
"Grid(9, 20)",17,34,16,Lawn Green,16,33,15,Lawn Green,18,35,17,Lawn Green,18,35,16,Lawn Green,Lawn Green
"Grid(9, 21)",13,30,12,Lawn Green,14,31,13,Lawn Green,15,32,14,Lawn Green,16,33,15,Lawn Green,Lawn Green
"Grid(9, 22)",11,28,10,Lawn Green,13,30,12,Lawn Green,12,29,11,Lawn Green,10,27,9,Lawn Green,Lawn Green
